gene	PC9.DMSO1	PC9.DMSO2	PC9.DMSO3	PC9.osiacute1	PC9.osiacute2	PC9.osiacute3	PC9.osiDTP1	PC9.osiDTP2	PC9.osiDTP3
IL2RG	2.445990658	10.17793686	1.234611893	4.61478026	7.686417595	3.552092632	43.79150935	55.66013335	36.21187104
IL3	0	0	0	0	0	0	0	0	0
IL31	0	0	0	0	0	0	0	0.958485434	0
IL31RA	6.703391087	0	0	0	0	0	7.940704629	0	8.351140143
IL32	22.36929907	48.01617056	41.86656296	57.15427159	132.7288371	65.81806836	602.2096786	528.9890039	756.9210821
IL33	3.378420765	6.723446537	1.138184609	3.330114499	3.359318592	5.646769008	3.59907975	0	6.506031369
IL34	0	0	0	10.32911981	17.2639005	8.956999067	47.04863604	46.76402139	49.40674575
IL36A	0	0	0	0	0	0	0	0	0
IL36B	0	0	1.96702072	15.43955495	8.766165519	5.851539495	1.950385727	0.978462028	0
IL36G	0	0	0	0	0	2.908312193	0	0	0
IL36RN	64.91024103	155.4185032	64.88097595	216.8059611	367.1429565	305.5942072	164.9083094	216.5709068	162.1376154
IL37	0	0	0	2.281704567	0	1.162519752	0.796576558	0.801375245	0
IL3RA	6.17752473	20.39126245	9.229682313	91.17538491	113.559137	65.7749003	227.1404678	308.255671	266.3926323
IL4	0	0	0	0	0	0	0.931149443	1.896759791	0
IL4I1	17.40455083	24.81709157	15.30671191	78.93920294	65.67350162	72.31093206	57.21832968	54.72471514	36.73883479
IL4R	6255.5116	8094.19974	6701.13361	2426.206816	2883.022865	2758.867267	2633.190916	2343.337734	2928.535944
IL5	0	2.225367199	0	4.501667464	0	0	0	0	0
IL5RA	0	0.914310118	0	1.802501512	0.910222367	0	1.919300372	0.910838775	1.816724237
IL6	102.0535986	52.47107109	42.32455783	62.0606618	65.54690349	310.2367528	318.0148953	369.8105162	662.2975556
IL6R	108.635305	126.3708953	189.3638726	129.5103443	72.00348367	138.0852272	74.35575673	77.70654419	97.16899633
IL6ST	9403.081414	10120.3498	8441.453218	8953.976557	10967.55946	8711.954017	11058.41798	12080.52935	12301.0322
IL7	7.857053508	5.142294792	2.82821464	1.302163505	5.555811739	17.3657795	23.90897798	8.403458759	32.11713874
IL7R	7.537714964	25.52593477	39.50184987	5.252745537	23.71550377	39.11337069	22.0465497	38.85766445	14.63758186
IL9	0	0	0	0	0	0	0	0	0
IL9R	23.78646421	51.35320137	57.1827064	48.09060726	30.10256947	2.872278815	64.05883941	31.03073846	7.09454759
ILDR1	185.1204471	269.2023036	169.2868046	469.442603	377.2172015	375.6058724	449.0365047	635.4593703	639.648532
ILDR2	22.39044712	18.80766887	29.02313532	5.301933549	72.17666612	43.25891747	92.5633473	59.0814545	117.9895352
ILF2	11156.94521	13216.09391	11457.32488	6573.273036	6322.414308	6470.897977	5374.123908	5617.951896	7018.720306
ILF3	33142.60476	37070.08614	32405.64483	16160.50487	17800.19997	18247.4907	14287.55014	16239.73127	17264.83071
ILK	1561.243617	2192.177797	1701.648725	2839.501025	3275.218967	2624.786509	2410.549048	3084.480933	3085.036406
ILKAP	1568.083389	1961.106999	1593.410661	1192.15127	1181.882257	1016.386482	993.9448135	1123.610638	1187.953177
ILRUN	5718.411779	7636.507026	6084.718832	8793.494769	9393.839144	8254.32244	8514.853131	9518.411257	11033.36861
ILVBL	3921.070974	4710.063183	3959.24891	4837.929794	5001.413794	4550.568313	3694.20689	4310.349567	4761.355097
IMMP1L	487.8737827	517.2745058	462.7730688	210.6111079	236.2529892	193.1642628	199.0955002	315.524074	487.6712525
IMMP2L	267.4177833	379.8822515	240.0152841	303.2599135	580.335099	347.5177595	284.161017	329.2687676	283.156847
IMMT	5631.955362	6711.157065	5447.729377	3806.603367	4139.722111	4079.725546	3143.349987	3512.373247	4326.67513
IMP3	1812.901902	2373.706052	1951.457222	1375.589369	1614.831855	1350.094633	1055.314272	1194.800345	1319.51896
IMP4	3690.500794	4303.265466	3258.5176	1567.350044	1917.87957	1713.797259	1476.942144	1616.64945	1940.591778
IMPA1	496.6640911	596.5620987	556.147054	463.0772125	495.3720335	513.3917391	385.501473	454.9410753	473.2712341
IMPA2	1659.301155	1941.882284	1519.656689	831.4552462	942.9796121	1213.570521	1994.630109	2113.49992	2215.707847
IMPACT	1215.339094	1251.429571	1156.266906	858.8678651	962.3491677	1138.594076	954.5130545	1227.083195	1212.44409
IMPAD1	2765.453766	3451.245414	2900.928644	1814.015623	2637.628352	2102.466054	2368.328093	2464.26098	2872.184332
IMPDH1	5678.89512	6678.130926	5595.455308	3045.565466	2966.754825	2931.438612	2416.302365	2845.531298	3219.488177
IMPDH2	9975.93627	11980.81578	10200.79589	8377.234803	9666.882689	9263.069522	5493.261543	6467.72949	6494.246846
IMPG1	0	10.3098375	5.207594834	15.29500821	20.5797304	2.582785369	8.06962031	18.11668109	2.679562375
IMPG2	3.931977523	3.966904474	7.92352109	11.73028597	20.7347386	25.51896899	18.7986651	30.62011635	29.55566361
INA	2353.557899	2749.671566	2663.936817	1106.892937	1065.805022	1254.271393	1561.442361	1637.054643	1865.045972
INAFM1	110.8423033	185.7484094	143.9406167	233.1196232	305.7428346	254.5666626	337.0757805	363.9822563	469.6388371
INAFM2	150.556949	161.5961613	157.8548123	30.20269428	24.00133694	55.01455461	25.84879139	39.14411792	33.37054666
INAVA	1236.813612	1908.316823	1296.051367	5102.982211	5266.883239	4757.298023	3281.37728	3763.414429	5368.558773
INCA1	89.70603129	115.3721535	114.7107822	201.2748894	206.8927035	183.5995099	192.7098311	328.6026418	239.0280664
INCENP	3888.64657	5358.121552	4824.989307	2345.008896	1884.475447	2235.214351	1942.460091	2467.685277	2701.496042
INF2	5906.585798	7619.830497	5773.535879	6747.596375	8953.226576	8049.394189	7001.576398	8815.662205	8275.19248
ING1	771.1395981	992.7981667	813.0449378	566.8344171	609.8843684	561.6152145	634.238793	707.7522282	1076.018746
ING2	444.6233632	588.5433609	419.7458979	313.068699	261.2410963	274.1221507	301.267256	388.8785036	387.6507613
ING3	262.4597372	378.8332599	298.3817952	292.695202	389.7122528	321.9499063	292.7236802	409.937481	427.1669464
ING4	755.1006986	1256.848061	766.5671311	3291.457585	4170.817753	3442.108473	3061.075766	3884.460197	4046.663157
ING5	1875.655596	2003.261307	1893.729068	1125.731693	1376.747885	1279.091747	1450.218312	1807.007632	1859.662942
INHA	121.8254909	198.5731091	164.6749145	1869.07941	3157.190672	2524.967907	5051.399258	5897.999346	5784.702077
INHBA	1835.280871	2284.521737	1709.947444	542.967276	735.2184627	802.653813	2781.764473	2020.976517	3792.963637
INHBB	2891.142932	4650.377059	3060.075715	6376.520934	8746.526613	6347.786574	5731.013492	5992.599759	7695.656146
INHBC	1.948467856	4.902167414	0.982594434	2.901960741	6.837138753	10.71352902	2.935225058	3.915342693	5.853102073
INHBE	4.210459351	4.687625506	9.136494571	4.446229794	6.674603374	5.903328764	0	3.249854506	9.00876578
INIP	1105.095145	1603.054762	1087.309306	832.1335146	822.7906785	974.0359066	789.8422213	888.5362612	969.9491956
INKA1	6.709558787	1.921067664	1.934929578	0	0.95803157	0.959356852	11.51008345	6.737245517	8.626921184
INKA2	99.47172634	74.08867882	59.48765471	93.73714708	96.38660628	88.54025391	190.6693308	241.4687669	282.1273683
INMT	9.546769244	9.052752502	5.656832782	8.541080986	16.25335151	10.73120058	7.696121245	8.040178092	9.260914739
INMT.MINDY4	2.921975337	0	0	2.705845563	7.413404343	0	0	2.258174996	0
INO80	78.49004996	237.2513378	283.8820729	255.0639429	384.1405764	260.8300072	211.6659564	213.5385058	151.1973777
INO80B	502.7088537	603.3625819	531.8835762	1158.63092	1371.032558	1131.362694	838.3774274	1023.224706	1099.512574
INO80B.WBP1	405.020152	434.2429204	263.2231731	1242.705504	1468.703307	1434.787061	708.8571252	848.3123199	1007.527577
INO80C	409.9837265	602.2520276	514.5329183	347.6537955	368.7768814	362.3197383	364.1312381	422.3607897	580.3650152
INO80D	468.7245526	600.6868661	553.7505687	480.6769946	727.9191589	465.3412395	553.739971	768.3891732	775.8201958
INO80E	2519.207668	2789.673955	2351.993778	1956.17207	1995.441797	1931.847466	1606.247495	2024.789274	2232.166446
INPP1	293.7892915	305.8998595	278.8266644	75.58565083	165.1068085	90.83918492	141.0833705	114.586971	160.3681158
INPP4A	1570.67654	2126.629858	1461.84985	2399.462067	2809.180869	2454.737802	2300.268763	2527.189674	3208.904943
INPP4B	2970.789415	4414.689873	4062.462116	6215.762751	6764.796921	5754.67232	3266.71492	2907.227014	4133.137167
INPP5A	819.6358554	819.6419639	863.3497826	578.6210097	648.6112059	682.9593288	737.9987293	560.1733143	826.5585225
INPP5B	595.8059173	731.4660889	645.7277223	948.7398631	1015.904175	836.7883441	951.0073501	1295.920658	1118.372867
INPP5D	19.56889216	16.12856212	46.34406336	40.07643397	57.47004984	18.85049067	2.474390611	11.5395229	11.26335441
INPP5E	1064.257159	1324.256551	1088.858714	767.1195136	736.4043485	743.8381254	718.1427306	953.5368183	999.557608
INPP5F	8.794900925	17.52196508	25.12845608	12.81999167	8.904905158	3.693312321	7.240988411	2.494680174	1.40910017
INPP5J	66.31990453	124.5820902	35.1338937	224.0514099	312.0359709	210.7577203	284.0639568	349.4615421	311.1026994
INPP5K	710.4346356	1054.224991	872.6300575	2560.864178	3265.369434	2447.401303	2893.30792	3664.384021	3662.59048
INPPL1	5519.15887	7591.588759	5772.474891	10601.65617	12729.73059	10761.21051	11924.48086	14401.74415	14944.21358
INS	0	0	0	0	0	0	0	0	0
INS.IGF2	0	0	0	0	0	0	0	0	0
INSC	0	0	0.62737978	1.891605218	1.909374864	1.225506991	0	0	2.941308537
INSIG1	939.7227516	3799.430707	2449.742014	1634.732468	3193.041065	1112.455992	840.8629956	1059.042063	1072.251363
INSIG2	1433.119441	2662.288153	1765.444646	3307.574509	4459.654236	3961.829897	2120.273421	2347.794723	2553.523171
INSL3	24.79465442	35.49186195	18.26290968	83.56718675	126.1641663	71.59462637	99.18135891	112.2760678	138.4876999
INSL4	0	0.977726241	1.959969145	0	0	1.942749473	10.73297116	2.928623899	2.918657099
INSL5	0	0	0	0	0	0	0	0.947373711	0.942783331
INSL6	6.339717204	2.895822728	0	0.953475032	4.589296192	2.793831337	0.951573087	4.817277824	1.018813233
INSM1	0	0	0	0	0	0	0	0	0
INSM2	1.958524465	0	0	0	0	1.957220334	0	1.968149606	1.961912398
INSR	363.4272711	722.6144323	324.7986885	1129.170723	1025.534967	1091.960977	752.4722805	1129.498072	1086.582018
INSRR	0.981636042	3.961076952	0.989634797	1.952340121	1.971752351	2.942108967	3.95143275	7.892832331	6.885499819
INSYN1	5.697051098	8.642409435	0	29.31722372	16.25891375	2.929574249	24.38983291	8.824879072	29.30638925
INSYN2A	2.737780938	0	0	0	1.80321831	5.470738834	2.754533242	1.283869168	4.571947036
INSYN2B	45.36987344	69.89356291	49.31322412	9.720102015	7.13882778	18.66065221	8.046321999	16.82188159	8.907295462
INTS1	8326.433887	11026.66424	8932.788811	8119.526011	8978.76547	8127.677742	6679.037225	8413.122776	9686.607928
INTS10	1769.350446	2307.037136	1929.953078	1466.021251	1355.408435	1293.338958	1484.346338	1682.435229	1779.641775
INTS11	3585.011131	4808.202655	3907.383886	4203.587815	4935.89575	4179.106323	3950.497459	4828.749259	4741.786849
INTS12	441.1173432	467.9191487	430.6874153	428.0405061	416.1821467	415.8055402	461.0128395	552.7932421	589.111573
INTS13	3016.112884	3053.0945	3535.684886	1347.686251	1548.775311	1263.596481	1272.509012	1484.541952	1515.62057
INTS14	2068.77606	2663.432552	2028.743969	1820.417426	2053.249741	1781.460419	1511.332108	1633.258886	1914.122604
INTS2	1072.965342	1412.929799	1266.627589	683.4144024	831.7894486	786.9132776	621.6782964	852.5487839	761.306906
INTS3	4106.696646	6242.322937	4582.021027	6574.558655	7290.823406	6413.057783	4048.910478	5638.079624	5282.143829
INTS4	1375.163417	1812.208552	1458.371362	1992.796337	2428.745336	1684.799077	1609.715082	2113.184597	1792.626043
INTS5	1708.440268	2236.596339	1843.896979	1970.182162	2177.111022	1973.048683	2151.524869	2346.837603	2539.334328
INTS6	1310.748341	1765.666617	1419.607073	1212.533346	1215.89248	1066.127414	979.0080201	1193.365622	1454.936368
INTS6L	0	0	0	0	0	0	0	0	0
INTS7	1449.885086	1636.106526	1589.761478	587.2175341	505.4169275	655.3922743	578.7430195	891.0906202	892.2581205
INTS8	2232.789937	2497.850324	2253.504373	1591.682692	2201.124359	1582.963541	1026.926836	1685.737656	1498.399255
INTS9	724.8981742	821.5815191	671.0348299	558.1563457	627.8366835	561.7907392	456.2578521	618.7944409	553.2823735
INTU	720.8759543	1611.114599	1097.23667	1351.924425	1669.541435	1268.9147	1069.203474	1838.817894	1533.530517
INVS	748.3145024	906.0790232	668.948166	609.2025747	697.7728332	637.5400379	476.3149332	748.4685561	720.9367385
IP6K1	2289.741845	2633.028539	2457.411754	2879.299155	2766.356162	2668.822577	2032.640837	2414.404575	2815.799578
IP6K2	2030.634441	3056.021269	2258.241803	5341.191793	6479.009236	5015.289767	3391.225793	4570.690504	4817.087006
IP6K3	0	1.012358789	0	3.993870701	4.637055273	1.004421688	8.080936736	6.059196839	4.026395577
IPCEF1	0	19.41140183	0	22.64639087	26.09779376	6.620872156	34.19155604	33.32540624	82.32564063
IPMK	438.9700083	757.9341044	716.7251277	1065.975657	1307.613496	1020.334778	946.8562766	1113.948688	1160.047504
IPO11	1970.368528	2672.958836	2097.005351	1051.361945	1171.41816	1429.346249	1107.546592	1131.925187	1532.664609
IPO13	1363.95725	1859.541096	1669.854421	1570.867379	1431.586379	1545.423731	1112.17689	1490.910922	1716.913683
IPO4	4065.263498	4249.7847	3794.650173	1827.56812	2065.571246	2149.585119	1724.358752	1908.870141	2106.82694
IPO5	12046.98416	14125.90339	13370.1088	5188.655968	5632.094934	5767.059584	4066.281361	4230.765506	4799.145033
IPO7	11641.50981	14827.11189	11578.69265	6929.334491	8447.158243	7396.985195	6981.725273	9199.127913	8522.4899
IPO8	4582.596858	5054.525267	4440.257108	3027.500034	3280.091366	3158.287159	2878.68912	2982.131114	3650.414791
IPO9	9048.420805	10798.79033	8689.980143	5048.931231	4988.73404	5110.819881	4602.266388	5603.533231	7365.480075
IPP	366.1786244	449.6117345	287.1275865	461.0132807	618.9744328	570.7397502	404.9418124	455.0529926	538.5645184
IPPK	1127.521293	1488.925391	1147.691738	693.9680585	734.6589744	636.2541354	741.158696	821.4800235	1069.065555
IQANK1	2793.132199	3720.370188	3231.884067	2684.77666	3024.557274	2538.828279	2648.393039	3116.665547	3424.108871
IQCA1	1.642456241	5.706300032	1.656133662	5.855835878	3.017956678	0.820666033	1.230445962	3.706576915	3.765164869
IQCA1L	0	3.159597428	0	0	0	0	0	0	2.178227748
IQCB1	468.0552255	568.4744066	549.6273803	357.8948613	337.5679184	236.6908877	433.7914816	559.7788965	564.1367697
IQCC	300.5176915	394.4576563	325.9190512	248.7174812	194.7725742	204.2285836	217.3086885	286.5190584	295.9628875
IQCD	21.58935548	60.56469005	25.93507282	79.84636073	80.81777613	66.03937062	81.99810967	61.2929087	66.35102677
IQCE	1872.074017	2022.94254	1479.42731	2900.094199	3263.696435	2919.751627	1952.966852	2269.38148	2770.609014
IQCF1	3.768009135	0	0.95154171	0	0	0	6.179881187	1.890539711	3.763174408
IQCF2	0	0	0	0	0	0	0	0	0
IQCF3	2.181481055	0	1.525612353	1.066262331	0	0	5.388637241	0.233576551	0.592947134
IQCF5	0	0	1.926546789	0	0	0	0	0	0
IQCF6	0	0	0	0	0	0	0	0	0
IQCG	456.0197434	513.178752	338.4402583	784.9362164	746.0321001	571.4260573	335.2131433	365.0315451	375.8825873
IQCH	109.6423682	113.0680281	183.8964443	89.25085881	173.4195204	91.69467796	47.15993776	99.53575328	125.4524682
IQCJ	0	0	0	0	0	0	0	0	0
IQCJ.SCHIP1	472.2307721	659.8016723	568.5328923	227.919931	266.4498188	281.281806	736.5020897	693.2042774	864.0057613
IQCK	289.9556989	382.4423399	367.465398	863.377524	1143.361449	744.03335	521.5020397	552.2703987	508.8671903
IQCM	8.11408536	11.26633021	4.670358121	15.12154313	12.34237651	10.18453781	12.43426737	15.635153	17.12339544
IQCN	8.382754524	20.46934271	6.713748647	343.9982609	696.7278959	444.0770161	1303.077338	1800.647139	1710.605424
IQGAP1	16642.22108	23002.74744	20575.46672	18464.08505	25435.19351	19974.83907	22117.52708	23686.40163	25292.31326
IQGAP2	4.224431449	2.560981805	19.76485633	20.34213302	5.123867004	8.931534974	44.75346676	81.85861964	82.35160952
IQGAP3	2487.92059	4134.699611	3634.025753	1603.239798	1139.932199	1481.759127	1743.97157	2123.049027	2208.359102
IQSEC1	2153.823051	3247.213059	2498.826689	2371.599121	2921.387808	2399.651381	2334.428398	2729.872664	2863.322341
IQSEC2	262.4117943	290.9759357	168.535606	275.2713985	358.7135067	295.7261165	229.9617036	311.6091548	250.6256563
IQSEC3	0	0	0.418768135	0	0	0	0	0	0
IQUB	9.400408436	2.572986653	3.781999713	33.10168759	47.86053071	43.19060379	23.8842093	44.23438675	52.44116593
IRAK1	24731.61495	28706.15519	23115.54748	10264.43036	10037.07452	10699.59113	8331.249668	9986.463956	10294.32339
IRAK1BP1	153.2689296	134.5358064	166.4301179	134.2946761	100.2186675	85.00427005	55.60072807	102.8629578	71.95648353
IRAK2	548.6425642	770.6620809	680.6620947	211.9086829	154.1907312	263.9738848	175.6067724	145.3029545	210.7364058
IRAK3	16.1352869	32.46556938	24.4119827	12.01313334	40.43233009	8.066043579	36.45008069	16.21074316	31.40129966
IREB2	3978.624175	5096.402197	3736.24176	3725.272318	4349.911929	4695.629726	3271.631606	3314.052379	5012.286886
IRF1	566.8725772	579.9440288	372.8188982	1839.16634	2335.943132	3300.452337	1971.295068	2036.226934	2704.032283
IRF2	648.1464772	782.9831253	576.8024494	999.729505	1280.708489	982.8409156	766.5051798	1050.746224	1109.376648
IRF2BP1	1563.033501	1885.965645	1429.592171	1546.057448	1695.325743	1545.607515	1746.477791	2072.582857	2230.037279
IRF2BP2	5621.907214	6323.046584	6005.640708	3592.907322	4091.795034	5467.187631	3372.062131	3632.516616	4459.147301
IRF2BPL	2874.280104	3636.864163	2825.384276	5122.811471	5850.769719	4886.10574	2967.786666	3849.920574	4919.082698
IRF3	4248.817213	5024.584326	4027.983868	4421.270624	5315.727452	4657.15744	4035.625515	5779.295769	5491.512707
IRF4	0.825750093	0	0	0.821182402	2.488060908	0.824948171	3.324106666	2.999639748	0.82771402
IRF5	275.7790353	287.5646406	194.7574848	1012.929533	1040.100052	817.319456	395.090338	613.463215	655.782325
IRF6	1053.496855	1524.395867	1323.58506	2852.724302	2581.719452	2773.904409	1892.838795	2196.591629	2614.448803
IRF7	59.44168852	93.9808844	55.00464062	177.4295127	192.962287	166.4475429	348.8771456	440.991575	450.2487271
IRF8	0	0	0	0	0	0	0	0	0
IRF9	193.0168458	250.2781892	169.6163608	454.7660213	387.7341103	307.3006266	1068.647213	1238.058853	1395.58104
IRGC	0	0	0	0	0	1.313889704	0	0	0
IRGM	4.566328147	6.037967644	6.397119845	6.288506485	8.483422677	6.160889382	8.820935512	25.03020794	15.23538715
IRGQ	650.9379662	954.4278108	765.576687	919.882267	1147.760225	893.3224771	1063.957358	1082.695476	1707.982876
IRS1	2739.688395	3368.740156	2822.393392	935.9263737	968.8831825	828.2225669	1515.378815	1391.594831	2120.496159
IRS2	3672.278121	4788.231691	3593.469468	2634.65817	3242.53929	3085.018018	3640.049946	4381.494312	5193.243228
IRS4	0.979942829	5.928755016	0	1.948415804	6.554373455	5.874761923	2.189570825	7.878731671	9.803489029
IRX1	0	0	0	0	0	0	0	0	0
IRX2	0	0	0	0	0	0	0	1.007101776	0
IRX3	795.9023458	761.9292714	974.0132116	1370.762441	1155.824978	924.7959092	425.8094951	551.3148666	537.9544363
IRX4	0	2.504550639	1.017687395	0.823553434	4.989611696	0.828877276	0	0	0
IRX5	50.95614362	63.93870797	54.86405561	31.80929632	50.32260989	42.52992896	33.23059134	49.61993668	51.91389112
IRX6	0	3.265718041	0	0	0	0.738819744	0	0	0
ISCA1	1436.505751	1686.76098	1253.070924	775.0985213	864.0843045	806.4718207	1207.748701	1286.436134	1466.437369
ISCA2	1578.397518	2164.334218	1360.866006	1418.88016	1727.435533	1485.32565	1042.857972	1283.807408	1308.533733
ISCU	1706.645035	2230.175876	1708.940087	1898.614063	2261.797243	1872.538235	1824.193672	2152.491189	2325.460897
ISG15	4.682048392	21.49349538	15.27796006	5.426375144	11.27044568	8.621774456	22.86200084	15.76345864	44.07540716
ISG20	3.4148073	3.809091847	4.057438002	19.84133734	20.28118642	27.19861207	37.87988302	26.7331156	64.09210533
ISG20L2	2929.673604	3410.015637	2956.608317	1881.917196	2094.166249	2166.67474	1871.269613	2216.741529	2664.047762
ISL1	0	0	0	0	0	0	0	0	0
ISL2	1.048095151	0	0.786237798	0	0	2.174620745	3.217320042	1.052800356	6.505904806
ISLR	16.56044798	32.19880874	20.95738655	142.7785598	145.0062467	146.9757812	46.91436642	78.59161578	46.22657697
ISLR2	3.870623566	9.497797952	0.829013759	24.9077921	8.215468336	12.50594463	15.94007014	32.25239257	17.48630195
ISM1	58.55120616	24.57493876	58.05957631	5.81708883	2.937088849	9.753144966	25.50138814	31.37895357	46.91605892
ISM2	0	0	0	0	0	0	0.732430583	0	15.35450792
ISOC1	1025.34392	1224.198231	1062.296911	506.6587528	555.200444	470.1380984	577.0310939	631.8780922	703.059811
ISOC2	2406.909587	2873.676661	2153.848357	2453.776097	2838.693742	2487.568513	2172.489117	2454.217403	2832.529538
IST1	3901.465091	5229.819415	4148.356653	6329.693029	7446.62923	6080.308773	5426.668737	6438.382283	6495.922085
ISX	0	0	0	0	0	1.044899867	2.868878691	0	1.04745171
ISY1	1265.718567	1465.918044	1084.858359	1116.809122	1117.81412	1023.188821	667.8851937	845.9645042	1041.495208
ISY1.RAB43	1284.506624	1828.873877	1676.514252	2218.590294	2684.934271	1824.973011	1748.373988	1543.384627	2340.743186
ISYNA1	2843.424007	3797.170527	2818.910103	5156.015134	5569.343807	5096.890783	2769.914841	3773.123028	3814.22493
ITCH	4453.332479	6319.370587	5983.409148	3121.390417	3161.287309	3161.394679	2593.822061	2783.953908	3285.156878
ITFG1	1668.599285	2172.032405	1725.588169	2987.723368	3586.169331	3143.943493	2631.285982	3155.454508	3318.933362
ITFG2	1080.086257	1346.845685	1285.432821	1184.85697	1171.307005	1072.683115	1167.443294	1609.893487	1605.692314
ITGA1	603.4361656	554.0630398	538.4611846	165.5003118	222.9404971	138.8776357	197.5597898	193.0144396	239.3040018
ITGA10	25.33163582	42.98018411	50.81455484	43.12772455	63.34709725	27.89217338	39.46763423	45.97863836	45.55061644
ITGA11	11.41105033	16.3722638	10.11536961	13.47311789	22.95192985	14.30240166	7.054087449	41.41587672	17.44610917
ITGA2	12642.70209	20218.70891	18457.45309	4719.039924	5224.505027	4930.880041	4991.804951	3721.946394	5330.757062
ITGA2B	32.0858674	51.18416921	26.71431679	35.75265559	53.42526579	27.07877345	42.31355145	70.19965368	67.86326657
ITGA3	31587.3008	40447.68263	32993.99183	17599.33248	21468.37861	20706.34038	25430.29407	29990.99822	36442.96243
ITGA4	1.500007023	0	4.34211704	0	0.578127068	22.06199179	10.42909029	0	0
ITGA5	1799.145946	2084.316528	2040.134332	1106.20704	1344.82736	1344.758463	782.6729493	689.9766259	1125.383329
ITGA6	39336.22202	48333.46154	47588.77054	1845.200159	1631.073897	2256.652189	8231.546785	12301.52936	10952.42268
ITGA7	78.19013961	117.0782803	80.29642421	144.156945	220.2702835	107.5480377	136.8242301	128.3692305	200.1554577
ITGA8	0	1.182988282	0	0	2.076779999	0	2.278168857	0	0
ITGA9	4.015557331	5.674110796	12.14372043	20.77132206	29.05868274	43.7591261	31.53335904	43.75284424	32.99988199
ITGAD	14.83546141	29.95088903	12.2061833	20.2121741	48.50958828	40.218535	20.71829603	37.2434378	29.05116627
ITGAE	573.2318193	775.3544854	514.306485	378.5144933	385.4122749	338.740093	246.1969084	303.4716248	333.3849002
ITGAL	0	6.710616987	0	1.396646227	4.990023163	0	0.43879745	6.01438119	30.43505618
ITGAM	140.6954724	206.9184732	133.3153693	436.7142354	651.5675449	683.1035632	466.8596316	494.9668145	524.5676234
ITGAV	3621.826327	4304.008542	3913.100902	3683.711328	4297.200753	4227.411336	4398.793692	4339.945888	5086.93853
ITGAX	5.392227026	12.70617617	3.342493944	14.88568839	18.73772834	6.156611469	16.66164544	26.04680542	17.85987835
ITGB1	33626.2627	42596.8246	37376.49335	22276.18851	27445.16644	25054.58907	28301.53627	29656.71863	33843.21204
ITGB1BP1	3576.43516	4497.888112	3721.19591	2076.462844	2067.186099	2134.987687	1550.659458	1639.378374	2077.907257
ITGB1BP2	45.0156756	43.36118774	33.39698541	16.02457606	11.43182897	14.48575057	24.94544639	17.38514871	19.27009669
ITGB2	165.3362886	347.1229185	202.0123867	409.4152737	767.6784444	292.1074769	1075.539909	1611.137592	1288.094728
ITGB3	23.8298769	8.533254248	5.614546267	11.99527285	15.84154964	8.36206744	35.48010101	27.05038286	54.86461498
ITGB3BP	622.3686866	695.9218182	758.6978374	270.9463635	353.3845528	301.5233114	300.2844814	414.9811627	353.2724174
ITGB4	10622.91971	14875.51723	12501.43862	16225.42154	27435.20553	24038.23393	16680.13916	20940.57044	23681.50878
ITGB5	12059.446	15892.32299	12325.45994	4219.652922	6468.976137	4966.469668	4138.319945	4635.149758	5232.263352
ITGB6	3764.112265	5634.314505	4193.465821	5251.079619	7189.159338	7421.704163	6336.831393	6251.214304	9132.254615
ITGB7	19.19548306	16.84861836	14.84361703	74.51602806	118.7071825	76.67841918	116.1736034	160.4758332	144.1175956
ITGB8	488.1881492	894.5508533	681.4723982	1215.140538	1503.87211	1159.962265	1610.309458	1599.459019	2145.404011
ITGBL1	3386.666326	4817.850756	3986.940278	3365.207353	3974.382146	2869.692875	3882.822849	4691.038708	4852.189603
ITIH1	0.372672823	1.131984569	0	2.243125311	2.262695138	0	1.138926436	3.707545255	4.973302097
ITIH2	2.898689676	1.947144548	0	3.840482343	3.878269046	2.896878229	0.971374778	3.88383546	1.935714112
ITIH3	0	0	0	0.606586644	0.625067806	0.62306535	6.943341701	10.15104723	18.37549817
ITIH4	5.059724868	7.145198609	29.41710151	49.3562827	65.94245047	41.80168923	78.25510367	115.8155637	92.50165176
ITIH5	7.399955651	18.39305202	4.729537588	7.810944719	12.32340977	7.096000809	12.74739975	12.11965077	17.1099798
ITIH6	0	0	0	0	0	0	0	0	0
ITK	7.008840041	19.98219643	9.439194203	42.04039496	24.41170785	16.62315333	14.33805822	35.7257257	30.98714972
ITLN1	0	0	0	0	0	0	2.883754358	0	4.477020959
ITLN2	0	0	0	0	0	1.324063472	4.679001993	5.807166709	13.59085386
ITM2A	0	0	0	0	0	0	0	0	4.110838245
ITM2B	1767.330554	2384.624377	1859.309924	3865.037253	4643.393518	3777.666826	5604.126528	6523.434274	6947.656868
ITM2C	2348.604608	2794.087812	1946.842031	3889.269107	3907.16877	4101.982675	5718.261526	6282.113687	8284.619467
ITPA	1527.729199	1749.815312	1305.033197	1277.608158	1468.876115	1302.442328	994.223262	1138.522761	1197.604955
ITPK1	6295.136212	8760.810611	6612.027819	7669.406953	9977.499591	8204.782189	5150.100047	5242.854168	5916.772582
ITPKA	87.50443368	117.4354876	88.20196747	42.12070693	41.35591654	48.10390167	63.99228063	65.32981233	80.64198165
ITPKB	1075.674326	1221.734403	975.0913703	667.2470818	773.5551547	740.2883323	676.9684786	798.8818001	810.1392019
ITPKC	946.9776784	921.3814215	824.6271083	2302.127833	2806.77464	2759.049544	2650.64321	2986.059919	4200.493954
